company_id,industry
455932,software development
521122,staffing and recruiting
451961,staffing and recruiting
99260081,hospitals and health care
18537820,food and beverage services
1462126,truck transportation
5037848,construction
1668620,hospitality
4817796,staffing and recruiting
75742388,non-profit organizations
10145432,food and beverage manufacturing
3133098,hospitals and health care
647587,staffing and recruiting
26494838,financial services
202287,machinery manufacturing
163149,higher education
426388,oil and gas
1737481,consumer services
10215152,advertising services
101840590,non-profit organizations
56397,food and beverage services
7916,non-profit organizations
29120628,human resources services
29426,motor vehicle manufacturing
2684883,education administration programs
16917,non-profit organizations
4860800,design services
3838332,construction
143940,"appliances, electrical, and electronics manufacturing"
18134531,software development
8792,construction
7960715,business consulting and services
67182516,hospitals and health care
71632463,e-learning providers
3089114,restaurants
96964833,advertising services
57431588,construction
1683757,primary and secondary education
95715720,construction
89913762,truck transportation
225056,staffing and recruiting
4458,it services and it consulting
58910737,airlines and aviation
89656062,entertainment providers
103835,food and beverage manufacturing
540016,mental health care
27283627,it services and it consulting
68264069,staffing and recruiting
4995769,financial services
11108263,software development
77105415,biotechnology research
1082195,staffing and recruiting
2769781,machinery manufacturing
5046158,construction
10267837,it services and it consulting
2079661,pharmaceutical manufacturing
64981,staffing and recruiting
11356675,religious institutions
18495711,food and beverage manufacturing
7077271,construction
28148004,environmental services
606356,research services
432552,banking
32364,higher education
2461983,staffing and recruiting
10297216,hospitals and health care
4030966,defense and space manufacturing
10420654,real estate
6963,computers and electronics manufacturing
18798325,motor vehicle manufacturing
1010238,government relations services
79124276,staffing and recruiting
81298089,government administration
230014,defense and space manufacturing
589571,facilities services
10625595,education administration programs
38583,insurance
56432,staffing and recruiting
6460373,food and beverage services
133897,software development
55895,computer and network security
510807,staffing and recruiting
11796149,hospitality
2653956,staffing and recruiting
51610291,education administration programs
5254,business consulting and services
67524034,professional training and coaching
15258971,oil and gas
395410,pharmaceutical manufacturing
42859929,it services and it consulting
8730544,wellness and fitness services
948528,it services and it consulting
98396367,computer and network security
156391,accounting
34221615,advertising services
96371295,it services and it consulting
10123571,staffing and recruiting
1033036,advertising services
